ligand_name,smiles,smiles_duplicate,receptor_family,receptor,receptor_subtype,bias_category,bias_pathway,reference_ligand,assay_1,assay_2,publication_title,author,doi,pmid,year,molecular_weight,logp,hba,hbd,rings,tpsa
UR-PI376,N#CNC(NCCSC1=CC=CC=C1)=NCCCCC2=CN=CN2,N#CNC(NCCSC1=CC=CC=C1)=NCCCCC2=CN=CN2,Aminergic,Histamine receptor,H4 receptor,G protein,Gi / β-Arr,Histamine,CRE Luciferase,β-Arrestin-recruitment,Analysis of multiple histamine H4 receptor compound classes uncovers Gαi protein- and Beta-arrestin2-biased ligands,"Nijmeijer,S",10.1124/mol.112.080911,22973061,2012,342.47,2.54,4,3,2,88.89
VUF10306,ClC1=CC(CN=C(NC2CCCCC2)SCCCC3=CNC=N3)=CC=C1Cl,ClC1=CC(CN=C(NC2CCCCC2)SCCCC3=CNC=N3)=CC=C1Cl,Aminergic,Histamine receptor,H4 receptor,G protein,Gi / β-Arr,Histamine,CRE Luciferase,β-Arrestin-recruitment,Analysis of multiple histamine H4 receptor compound classes uncovers Gαi protein- and Beta-arrestin2-biased ligands,"Nijmeijer,S",10.1124/mol.112.080911,22973061,2012,425.43,5.86,3,2,3,53.07
Clozapine,ClC1=CC=C2NC3=CC=CC=C3C(N4CCN(C)CC4)=NC2=C1,ClC1=CC=C2NC3=CC=CC=C3C(N4CCN(C)CC4)=NC2=C1,Aminergic,Histamine receptor,H4 receptor,G protein,Gi / β-Arr,Histamine,CRE Luciferase,β-Arrestin-recruitment,Analysis of multiple histamine H4 receptor compound classes uncovers Gαi protein- and Beta-arrestin2-biased ligands,"Nijmeijer,S",10.1124/mol.112.080911,22973061,2012,326.83,3.72,4,1,4,30.87
VUF4656,ClC1=CC(CN=C(N)SCCCC2=CNC=N2)=CC=C1Cl,ClC1=CC(CN=C(N)SCCCC2=CNC=N2)=CC=C1Cl,Aminergic,Histamine receptor,H4 receptor,G protein,Gi / β-Arr,Histamine,CRE Luciferase,β-Arrestin-recruitment,Analysis of multiple histamine H4 receptor compound classes uncovers Gαi protein- and Beta-arrestin2-biased ligands,"Nijmeijer,S",10.1124/mol.112.080911,22973061,2012,343.28,3.9,3,2,2,67.06
MK-0354,C1(C2=NNC3=C2CCC3)=NNN=N1,C1(C2=NNC3=C2CCC3)=NNN=N1,Alicarboxylic acid,Hydroxycarboxylic acid receptor,HCA2 receptor,G protein,G protein / β-Arr,Niacin,GTPγS,MAPK activation,"3-(1H-tetrazol-5-yl)-1,4,5,6-tetrahydro-cyclopentapyrazole (MK-0354): a partial agonist of the nicotinic acid receptor, G-protein coupled receptor 109a, with antilipolytic but no vasodilatory activity in mice","Semple,G",10.1021/jm800258p,18665582,2008,176.18,0.08,4,2,3,83.14
ADX68692,COC1=CC=C(C(NC2=CC=C(C(C)(C)C#N)C(C3=CC=CN=C3)=C2)=O)C=C1OC,COC1=CC=C(C(NC2=CC=C(C(C)(C)C#N)C(C3=CC=CN=C3)=C2)=O)C=C1OC,Protein,Glycoprotein hormone receptor,LH receptor,G protein,Gs / β-Arr,hCG,BRET,BRET,Profiling of FSHR negative allosteric modulators on LH/CGR reveals biased antagonism with implications in steroidogenesis,"Ayoub,MA",10.1016/j.mce.2016.07.013,27424143,2016,401.47,4.82,5,1,3,84.24
ADX68693,COC1=CC=C(C(NC2=CC=C(C(C)(C)C#N)C(CC)=C2)=O)C=C1OC,COC1=CC=C(C(NC2=CC=C(C(C)(C)C#N)C(CC)=C2)=O)C=C1OC,Protein,Glycoprotein hormone receptor,LH receptor,G protein,Gs / β-Arr,hCG,BRET,BRET,Profiling of FSHR negative allosteric modulators on LH/CGR reveals biased antagonism with implications in steroidogenesis,"Ayoub,MA",10.1016/j.mce.2016.07.013,27424143,2016,352.43,4.32,4,1,2,71.35
"2-(2,3-Dihydrobenzofuran-6-yl)-N,N,N-trimethylethan-1-aminium",C[N+](C)(C)CCC1=CC=C2C(OCC2)=C1,C[N+](C)(C)CCC1=CC=C2C(OCC2)=C1,Aminergic,Muscarinic receptor,M1 receptor,G protein,Gq / ERK,Carbachol,IP,ERK-Phosphorylation,Structure-Based Design and Discovery of New M2 Receptor Agonists,"Fish,I",10.1021/acs.jmedchem.7b01113,29094937,2017,206.31,1.87,1,0,2,9.23
Iper-6-naph,O=C(C1=CC=CC2=CC=CC(C3=O)=C12)N3CC(C)(C)C[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOC4=NOCC4,O=C(C1=CC=CC2=CC=CC(C3=O)=C12)N3CC(C)(C)C[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOC4=NOCC4,Aminergic,Muscarinic receptor,M2 receptor,G protein,Gi / β-Arr,Acetylcholine,GTPγS,BRET,The allosteric vestibule of a seven transmembrane helical receptor controls G-protein coupling,"Bock,A",10.1038/ncomms2028,22948826,2012,576.78,4.93,5,0,4,68.2
Iper-8-naph,O=C(C1=CC=CC2=CC=CC(C3=O)=C12)N3CC(C)(C)C[N+](C)(C)CCCCCCCC[N+](C)(C)CC#CCOC4=NOCC4,O=C(C1=CC=CC2=CC=CC(C3=O)=C12)N3CC(C)(C)C[N+](C)(C)CCCCCCCC[N+](C)(C)CC#CCOC4=NOCC4,Aminergic,Muscarinic receptor,M2 receptor,G protein,Gi / β-Arr,Acetylcholine,GTPγS,BRET,The allosteric vestibule of a seven transmembrane helical receptor controls G-protein coupling,"Bock,A",10.1038/ncomms2028,22948826,2012,604.84,5.71,5,0,4,68.2
Iper6,C[N+](C)(C)CCCCCCCC[N+](C)(C)CC#CCOC1=NOCC1,C[N+](C)(C)CCCCCCCC[N+](C)(C)CC#CCOC1=NOCC1,Aminergic,Muscarinic receptor,M2 receptor,G protein,Gi / β-Arr,Acetylcholine,GTPγS,BRET,The allosteric vestibule of a seven transmembrane helical receptor controls G-protein coupling,"Bock,A",10.1038/ncomms2028,22948826,2012,353.55,2.86,3,0,1,30.82
Iper-6-phth,O=C(C1=CC=CC=C1C2=O)N2CCC[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOC3=NOCC3,O=C(C1=CC=CC=C1C2=O)N2CCC[N+](C)(C)CCCCCC[N+](C)(C)CC#CCOC3=NOCC3,Aminergic,Muscarinic receptor,M2 receptor,G protein,Gi / β-Arr,Acetylcholine,GTPγS,BRET,The allosteric vestibule of a seven transmembrane helical receptor controls G-protein coupling,"Bock,A",10.1038/ncomms2028,22948826,2012,498.67,3.14,5,0,3,68.2
Iper-8-phth,O=C(C1=CC=CC=C1C2=O)N2CCC[N+](C)(C)CCCCCCCC[N+](C)(C)CC#CCOC3=NOCC3,O=C(C1=CC=CC=C1C2=O)N2CCC[N+](C)(C)CCCCCCCC[N+](C)(C)CC#CCOC3=NOCC3,Aminergic,Muscarinic receptor,M2 receptor,G protein,Gi / β-Arr,Acetylcholine,GTPγS,BRET,The allosteric vestibule of a seven transmembrane helical receptor controls G-protein coupling,"Bock,A",10.1038/ncomms2028,22948826,2012,526.72,3.92,5,0,3,68.2
77-LH-28-1,O=C1N(CCCN2CCC(CCCC)CC2)C3=CC=CC=C3CC1,O=C1N(CCCN2CCC(CCCC)CC2)C3=CC=CC=C3CC1,Aminergic,Muscarinic receptor,M2 receptor,G protein,G protein / ERK,Acetylcholine,GTPγS,ERK-Phosphorylation,Identification of Orthosteric and Allosteric Site Mutations in M2 Muscarinic Acetylcholine Receptors That Contribute to Ligand-selective Signaling Bias,"Gregory,KJ",10.1074/jbc.M109.094011,20051519,2010,328.5,4.26,2,0,3,23.55
AC-42,O=C(CCCN1CCC(CCCC)CC1)C2=CC=CC=C2C,O=C(CCCN1CCC(CCCC)CC1)C2=CC=CC=C2C,Aminergic,Muscarinic receptor,M2 receptor,G protein,G protein / ERK,Acetylcholine,GTPγS,ERK-Phosphorylation,Identification of Orthosteric and Allosteric Site Mutations in M2 Muscarinic Acetylcholine Receptors That Contribute to Ligand-selective Signaling Bias,"Gregory,KJ",10.1074/jbc.M109.094011,20051519,2010,301.47,4.86,2,0,2,20.31
Pilocarpine,O=C1OC[C@H](CC2=CN=CN2C)[C@@H]1CC,O=C1OC[C@H](CC2=CN=CN2C)[C@@H]1CC,Aminergic,Muscarinic receptor,M2 receptor,G protein,G protein / ERK,Acetylcholine,GTPγS,ERK-Phosphorylation,Identification of Orthosteric and Allosteric Site Mutations in M2 Muscarinic Acetylcholine Receptors That Contribute to Ligand-selective Signaling Bias,"Gregory,KJ",10.1074/jbc.M109.094011,20051519,2010,208.26,1.16,4,0,2,44.12
McN-A343,ClC1=CC(NC(OCC#CC[N+](C)(C)C)=O)=CC=C1,ClC1=CC(NC(OCC#CC[N+](C)(C)C)=O)=CC=C1,Aminergic,Muscarinic receptor,M2 receptor,G protein,G protein / ERK,Acetylcholine,GTPγS,ERK-Phosphorylation,Identification of Orthosteric and Allosteric Site Mutations in M2 Muscarinic Acetylcholine Receptors That Contribute to Ligand-selective Signaling Bias,"Gregory,KJ",10.1074/jbc.M109.094011,20051519,2010,281.76,2.6,2,1,1,38.33
Arecoline,O=C(C1=CCCN(C)C1)OC,O=C(C1=CCCN(C)C1)OC,Aminergic,Muscarinic receptor,M2 receptor,G protein,G protein / ERK,Acetylcholine,GTPγS,ERK-Phosphorylation,Stimulus Bias Provides Evidence for Conformational Constraints in the Structure of a G Protein-coupled Receptor,"Gregory,KJ",10.1074/jbc.M112.408534,22965232,2012,155.2,0.42,3,0,1,29.54
N-Desmethylclozapine,ClC1=CC=C2N=C(C=CC=C3)C3=C(N4CCNCC4)NC2=C1,ClC1=CC=C2N=C(C=CC=C3)C3=C(N4CCNCC4)NC2=C1,Aminergic,Muscarinic receptor,M2 receptor,G protein,G protein / ERK,Acetylcholine,GTPγS,ERK-Phosphorylation,Stimulus Bias Provides Evidence for Conformational Constraints in the Structure of a G Protein-coupled Receptor,"Gregory,KJ",10.1074/jbc.M112.408534,22965232,2012,312.8,1.69,4,2,4,39.66
"2-(2,3-Dihydrobenzofuran-6-yl)-N,N,N-trimethylethan-1-aminium",C[N+](C)(C)CCC1=CC=C2C(OCC2)=C1,C[N+](C)(C)CCC1=CC=C2C(OCC2)=C1,Aminergic,Muscarinic receptor,M3 receptor,G protein,Gq / ERK,Acetylcholine,IP,ERK-Phosphorylation,Structure-Based Design and Discovery of New M2 Receptor Agonists,"Fish,I",10.1021/acs.jmedchem.7b01113,29094937,2017,206.31,1.87,1,0,2,9.23
"2-(3-Methoxyphenyl)-N,N,N-trimethylethan-1-aminium",C[N+](C)(C)CCC1=CC=CC(OC)=C1,C[N+](C)(C)CCC1=CC=CC(OC)=C1,Aminergic,Muscarinic receptor,M3 receptor,G protein,Gq / ERK,Acetylcholine,IP,ERK-Phosphorylation,Structure-Based Design and Discovery of New M2 Receptor Agonists,"Fish,I",10.1021/acs.jmedchem.7b01113,29094937,2017,194.3,1.94,1,0,1,9.23
Buprenorphine,OC1=CC=C2C3=C1O[C@@H]4[C@@]35[C@]([C@@H](C2)N(CC6CC6)CC5)(CC7)C[C@H]([C@](C(C)(C)C)(C)O)[C@@]47OC,OC1=CC=C2C3=C1O[C@@H]4[C@@]35[C@]([C@@H](C2)N(CC6CC6)CC5)(CC7)C[C@H]([C@](C(C)(C)C)(C)O)[C@@]47OC,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,cAMP,BRET,Quantitative Signaling and Structure-Activity Analyses Demonstrate Functional Selectivity at the Nociceptin/Orphanin FQ Opioid Receptor,"Chang,SD",10.1124/mol.115.099150,26134494,2015,467.65,4.41,5,2,8,62.16
MCOPPB,CC1(CCCCCCC1)N(CC2)CCC2N3C(C4CNCCC4)=NC5=CC=CC=C35,CC1(CCCCCCC1)N(CC2)CCC2N3C(C4CNCCC4)=NC5=CC=CC=C35,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,cAMP,BRET,Quantitative Signaling and Structure-Activity Analyses Demonstrate Functional Selectivity at the Nociceptin/Orphanin FQ Opioid Receptor,"Chang,SD",10.1124/mol.115.099150,26134494,2015,408.63,5.64,4,1,5,33.09
NNC 63-0532,O=C(CN1C(C2(CCN(CC2)CC3=CC=C(C=CC=C4)C4=C3)N(C1)C5=CC=CC=C5)=O)OC,O=C(CN1C(C2(CCN(CC2)CC3=CC=C(C=CC=C4)C4=C3)N(C1)C5=CC=CC=C5)=O)OC,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,cAMP,BRET,Quantitative Signaling and Structure-Activity Analyses Demonstrate Functional Selectivity at the Nociceptin/Orphanin FQ Opioid Receptor,"Chang,SD",10.1124/mol.115.099150,26134494,2015,443.55,3.65,5,0,5,53.09
RTI-4229-819,O=C1N([C@H]2[C@H](CO)CN(CC3CCCC4C3CCCC4)CC2)C5=C(N1CC)C=CC=C5,O=C1N([C@H]2[C@H](CO)CN(CC3CCCC4C3CCCC4)CC2)C5=C(N1CC)C=CC=C5,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,cAMP,BRET,Quantitative Signaling and Structure-Activity Analyses Demonstrate Functional Selectivity at the Nociceptin/Orphanin FQ Opioid Receptor,"Chang,SD",10.1124/mol.115.099150,26134494,2015,425.62,4.28,5,1,5,50.4
RTI-4229-856,O=C1N([C@H]2[C@@H](CN(CC2)C3CCC(CC3)C(C)C)CO)C4=CC=CC=C4N1C,O=C1N([C@H]2[C@@H](CN(CC2)C3CCC(CC3)C(C)C)CO)C4=CC=CC=C4N1C,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,cAMP,BRET,Quantitative Signaling and Structure-Activity Analyses Demonstrate Functional Selectivity at the Nociceptin/Orphanin FQ Opioid Receptor,"Chang,SD",10.1124/mol.115.099150,26134494,2015,385.55,3.41,5,1,4,50.4
Ro 65-6570,O=C1NCN(C12CCN(CC2)[C@H]3C4=CC=CC5=CC=CC(C3)=C45)C6=CC=CC=C6,O=C1NCN(C12CCN(CC2)[C@H]3C4=CC=CC5=CC=CC(C3)=C45)C6=CC=CC=C6,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,BRET,BRET,In vitro pharmacological characterization of a novel unbiased NOP receptor selective nonpeptide agonist AT-403,"Ferrari,F",10.1002/prp2.333,28805972,2017,383.5,3.87,3,1,6,35.58
Ro 2q,O=C1NCN(C12CCN(CC2)C3CCC(CC3)C(C)C)C4=CC=CC=C4,O=C1NCN(C12CCN(CC2)C3CCC(CC3)C(C)C)C4=CC=CC=C4,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,BRET,BRET,In vitro pharmacological characterization of a novel unbiased NOP receptor selective nonpeptide agonist AT-403,"Ferrari,F",10.1002/prp2.333,28805972,2017,355.53,3.63,3,1,4,35.58
SCH-221510,OC1(CC2N(C(C3=CC=CC=C3C)C4=CC=CC=C4C)C(CC2)C1)C5=CC=CC=C5,OC1(CC2N(C(C3=CC=CC=C3C)C4=CC=CC=C4C)C(CC2)C1)C5=CC=CC=C5,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,BRET,BRET,In vitro pharmacological characterization of a novel unbiased NOP receptor selective nonpeptide agonist AT-403,"Ferrari,F",10.1002/prp2.333,28805972,2017,397.56,5.91,2,1,5,23.47
AT-202,O=C1N(C2CCN(CC2)C3C4=C5C(CCCC5CC3)=CC=C4)C6=CC=CC=C6C1,O=C1N(C2CCN(CC2)C3C4=C5C(CCCC5CC3)=CC=C4)C6=CC=CC=C6C1,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,BRET,BRET,In vitro pharmacological characterization of a novel unbiased NOP receptor selective nonpeptide agonist AT-403,"Ferrari,F",10.1002/prp2.333,28805972,2017,386.54,5.0,2,0,6,23.55
SCH-486757,ClC1=CC=CC=C1C(C2=CC=CC=C2Cl)N3[C@H]4CC(C5=NC=CC=N5)(C[C@@H]3CC4)O,ClC1=CC=CC=C1C(C2=CC=CC=C2Cl)N3[C@H]4CC(C5=NC=CC=N5)(C[C@@H]3CC4)O,Peptide,Opioid receptor,NOP receptor,G protein,Gi / β-Arr,Nociceptin,BRET,BRET,In vitro pharmacological characterization of a novel unbiased NOP receptor selective nonpeptide agonist AT-403,"Ferrari,F",10.1002/prp2.333,28805972,2017,440.37,5.39,4,1,5,49.25
ML290,O=S(C1=CC(NC(C2=CC=CC=C2NC(C3=CC=CC=C3OC(C)C)=O)=O)=CC=C1)(C(F)(F)F)=O,O=S(C1=CC(NC(C2=CC=CC=C2NC(C3=CC=CC=C3OC(C)C)=O)=O)=CC=C1)(C(F)(F)F)=O,Peptide,Relaxin family peptide receptor,RXFP1,G protein,Gs / ERK,H2 relaxin,cAMP,ERK-Phosphorylation,ML290 is a biased allosteric agonist at the relaxin receptor RXFP1,"Kocan,M",10.1038/s41598-017-02916-5,28592882,2017,506.5,5.27,5,2,3,101.57
BMS 986104,OC[C@@]1(C[C@H](CC1)C2=CC=C(C[C@H](CCCCCC)CC3)C3=C2)N,OC[C@@]1(C[C@H](CC1)C2=CC=C(C[C@H](CCCCCC)CC3)C3=C2)N,Lipid,Lysophospholipid (S1P) receptor,S1P1 receptor,G protein,G protein / ERK,Fingolimod,GTPγS,ERK-Phosphorylation,Identification and Preclinical Pharmacology of BMS-986104: A Differentiated S1P1 Receptor Modulator in Clinical Trials,"Murali Dhar,TG",10.1021/acsmedchemlett.5b00448,26985316,2016,329.53,4.72,2,2,3,46.25
MCF14,ClC1=CC(N2N=C(C)C=C2)=CC=C1C(N3C4=CC=CC=C4CCCC3)=O,ClC1=CC(N2N=C(C)C=C2)=CC=C1C(N3C4=CC=CC=C4CCCC3)=O,Peptide,Vasopressin receptor,V2 receptor,G protein,Gs / β-Arr,Arginine-vasopressin,LRET,LRET,Structural insights into biased G protein-coupled receptor signaling revealed by fluorescence spectroscopy,"Rahmeh,R",10.1073/pnas.1201093109,22493271,2012,365.86,4.82,3,0,4,38.13
MCF18,ClC1=CC(N2N=C(C)C=C2)=CC=C1C(N3C4=CC=CC=C4CN5C(C3)=CC=C5)=O,ClC1=CC(N2N=C(C)C=C2)=CC=C1C(N3C4=CC=CC=C4CN5C(C3)=CC=C5)=O,Peptide,Vasopressin receptor,V2 receptor,G protein,Gs / β-Arr,Arginine-vasopressin,cAMP,β-Arrestin-recruitment,Biased agonist pharmacochaperones of the AVP V2 receptor may treat congenital nephrogenic diabetes insipidus,"Jean-Alphonse,F",10.1681/ASN.2008121289,19729439,2009,402.89,4.84,4,0,5,43.06
MCF57,ClC1=CC(N2N=C(C)C=C2)=CC=C1C(N3C4=CC=CC=C4C(CCC3)O)=O,ClC1=CC(N2N=C(C)C=C2)=CC=C1C(N3C4=CC=CC=C4C(CCC3)O)=O,Peptide,Vasopressin receptor,V2 receptor,G protein,Gs / β-Arr,Arginine-vasopressin,cAMP,β-Arrestin-recruitment,Biased agonist pharmacochaperones of the AVP V2 receptor may treat congenital nephrogenic diabetes insipidus,"Jean-Alphonse,F",10.1681/ASN.2008121289,19729439,2009,381.86,4.31,4,1,4,58.36
I8-arachnotocin,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H]([C@@H](C)CC)C(N[C@@H]([C@H](O)C)C(N[C@@H](CC(N)=O)C(N[C@@H](CS)C(N2[C@@H](CCC2)C(N[C@@H]([C@@H](C)CC)C(NCC(O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CS)N,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H]([C@@H](C)CC)C(N[C@@H]([C@H](O)C)C(N[C@@H](CC(N)=O)C(N[C@@H](CS)C(N2[C@@H](CCC2)C(N[C@@H]([C@@H](C)CC)C(NCC(O)=O)=O)=O)=O)=O)=O)=O)=O)[C@H](CS)N,Peptide,Vasopressin receptor,V2 receptor,G protein,Gs / β-Arr,Vasopressin,cAMP,BRET,I8-arachnotocin-an arthropod-derived G protein-biased ligand of the human vasopressin V2 receptor,"Duerrauer,L",10.1038/s41598-019-55675-w,31848378,2019,967.18,-3.13,14,13,2,350.64
A 61603,O=S(NC1=C(CCCC2C3=NCCN3)C2=CC=C1O)(C)=O,O=S(NC1=C(CCCC2C3=NCCN3)C2=CC=C1O)(C)=O,Aminergic,Adrenoceptor,α1A-adrenoceptor,G protein,Gs / ERK,Norepinephrine,cAMP,ERK-Phosphorylation,Factors influencing biased agonism in recombinant cells expressing the human α1A -adrenoceptor,"da Silva Junior,ED",10.1111/bph.13837,28444738,2017,309.39,1.19,5,3,3,90.79
Bucindolol,N#CC1=CC=CC=C1OCC(CNC(C)(C)CC2=CNC3=CC=CC=C32)O,N#CC1=CC=CC=C1OCC(CNC(C)(C)CC2=CNC3=CC=CC=C32)O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / ERK,Isoprenaline,cAMP,ERK-Phosphorylation,Conformational rearrangements and signaling cascades involved in ligand-biased mitogen-activated protein kinase signaling through the beta1-adrenergic receptor,"Galandrin,S",10.1124/mol.107.043893,18403719,2008,363.46,3.39,4,3,3,81.07
Xamoterol,OC(C=C1)=CC=C1OCC(CNCCNC(N2CCOCC2)=O)O,OC(C=C1)=CC=C1OCC(CNCCNC(N2CCOCC2)=O)O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,cAMP,β-Arrestin-recruitment,Discovery of novel brain permeable and G protein-biased beta-1 adrenergic receptor partial agonists for the treatment of neurocognitive disorders,"Yi,B",10.1371/journal.pone.0180319,28746336,2017,339.39,-0.24,6,4,2,103.29
STD-101-D5,OC(C=C1)=CC=C1OC[C@H](CNCCNC(N2CC(C2)O)=O)O,OC(C=C1)=CC=C1OC[C@H](CNCCNC(N2CC(C2)O)=O)O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,cAMP,β-Arrestin-recruitment,Discovery of novel brain permeable and G protein-biased beta-1 adrenergic receptor partial agonists for the treatment of neurocognitive disorders,"Yi,B",10.1371/journal.pone.0180319,28746336,2017,325.37,-0.89,6,5,2,114.29
STD-101-D6,OC(C=C1)=CC=C1OC[C@H](CNCCNC(N2CC(C2)CO)=O)O,OC(C=C1)=CC=C1OC[C@H](CNCCNC(N2CC(C2)CO)=O)O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,cAMP,β-Arrestin-recruitment,Discovery of novel brain permeable and G protein-biased beta-1 adrenergic receptor partial agonists for the treatment of neurocognitive disorders,"Yi,B",10.1371/journal.pone.0180319,28746336,2017,339.39,-0.64,6,5,2,114.29
Salmeterol,OC1=CC=C(C(CNCCCCCCOCCCCC2=CC=CC=C2)O)C=C1CO,OC1=CC=C(C(CNCCCCCCOCCCCC2=CC=CC=C2)O)C=C1CO,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,BRET,BRET,Hybridization of β-Adrenergic Agonists and Antagonists Confers G Protein Bias,"Stanek,M",10.1021/acs.jmedchem.9b00349,31042379,2019,415.57,4.11,5,4,2,81.95
"(R)-4-(1-hydroxy-2-((2-(2-methoxyphenoxy)ethyl)amino)ethyl)benzene-1,2-diol",COC1=CC=CC=C1OCCNC[C@@H](C2=CC=C(O)C(O)=C2)O,COC1=CC=CC=C1OCCNC[C@@H](C2=CC=C(O)C(O)=C2)O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,BRET,BRET,Hybridization of β-Adrenergic Agonists and Antagonists Confers G Protein Bias,"Stanek,M",10.1021/acs.jmedchem.9b00349,31042379,2019,319.36,1.81,6,4,2,91.18
"(R)-4-(1-hydroxy-2-((3-methoxy-4-(3-phenylpropoxy)phenethyl)amino)ethyl)benzene-1,2-diol",COC1=CC(CCNC[C@@H](C2=CC=C(O)C(O)=C2)O)=CC=C1OCCCC3=CC=CC=C3,COC1=CC(CCNC[C@@H](C2=CC=C(O)C(O)=C2)O)=CC=C1OCCCC3=CC=CC=C3,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,BRET,BRET,Hybridization of β-Adrenergic Agonists and Antagonists Confers G Protein Bias,"Stanek,M",10.1021/acs.jmedchem.9b00349,31042379,2019,437.54,3.98,6,4,3,91.18
"(S)-4-[2-Hydroxy-3-(isopropylamino)propoxy]benzene-1,2-diol",OC1=CC(OC[C@H](CNC(C)C)O)=CC=C1O,OC1=CC(OC[C@H](CNC(C)C)O)=CC=C1O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,BRET,BRET,Hybridization of β-Adrenergic Agonists and Antagonists Confers G Protein Bias,"Stanek,M",10.1021/acs.jmedchem.9b00349,31042379,2019,241.29,0.84,5,4,1,81.95
"(R)-4-(2-Hydroxy-3-((2-(2-methoxyphenoxy)ethyl)amino)-propoxy)benzene-1,2-diol(S)",OC1=CC(OC[C@H](CNCCOC2=CC=CC=C2OC)O)=CC=C1O,OC1=CC(OC[C@H](CNCCOC2=CC=CC=C2OC)O)=CC=C1O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,BRET,BRET,Hybridization of β-Adrenergic Agonists and Antagonists Confers G Protein Bias,"Stanek,M",10.1021/acs.jmedchem.9b00349,31042379,2019,349.38,1.51,7,4,2,100.41
"(S)-4-(2-Hydroxy-3-((3-methoxy-4-(3-phenylpropoxy)-phenethyl)amino)propoxy)benzene-1,2-diol",OC1=CC(OC[C@H](CNCCC2=CC=C(OCCCC3=CC=CC=C3)C(OC)=C2)O)=CC=C1O,OC1=CC(OC[C@H](CNCCC2=CC=C(OCCCC3=CC=CC=C3)C(OC)=C2)O)=CC=C1O,Aminergic,Adrenoceptor,β1-adrenoceptor,G protein,Gs / β-Arr,Isoprenaline,BRET,BRET,Hybridization of β-Adrenergic Agonists and Antagonists Confers G Protein Bias,"Stanek,M",10.1021/acs.jmedchem.9b00349,31042379,2019,467.56,3.69,7,4,3,100.41
"7-(4-(4-(1-Methyl-1H-indol-4-yl)piperazin-1-yl)butoxy)-3,4-dihydroquinolin-2(1H)-one",O=C1NC2=C(C=CC(OCCCCN3CCN(C4=CC=CC5=C4C=CN5C)CC3)=C2)CC1,O=C1NC2=C(C=CC(OCCCCN3CCN(C4=CC=CC5=C4C=CN5C)CC3)=C2)CC1,Aminergic,5-Hydroxytryptamine receptor,5HT1A receptor,β Arrestin,β-Arr / Gi,5-hydroxytrypatmine,β-Arrestin-recruitment,cAMP,Structure-inspired design of Beta-arrestin-biased ligands for aminergic GPCRs,"McCorvy,JD",10.1038/nchembio.2527,29227473,2018,418.54,4.03,4,2,5,60.6
8-OH-DPAT,OC1=CC=CC2=C1CC(N(CCC)CCC)CC2,OC1=CC=CC2=C1CC(N(CCC)CCC)CC2,Aminergic,5-Hydroxytryptamine receptor,5HT1A receptor,β Arrestin,β-Arr / Gs,5-hydroxytrypatmine,β-Arrestin-recruitment,cAMP,Novel Aryloxyethyl Derivatives of 1-(1-Benzoylpiperidin-4-yl)methanamine as the Extracellular Regulated Kinases 1/2 (ERK1/2) Phosphorylation-Preferring Serotonin 5-HT1A Receptor-Biased Agonists with Robust Antidepressant-like Activity,"Sniecikowska,J",10.1021/acs.jmedchem.9b00062,30721053,2019,247.38,3.37,2,1,2,23.47
